Country,CountryName,TotalCase,NewCase,TotalDeath,NewDeath,TotalRecoverd,Active,Serious,TotalTests,Population,Date,AverageDate
G,Guinea,10863,63,68,1,10176,619,24,33676,13224491,10/5/20,10/15/20
D,DRC,10789,11,274,0,10239,276,0,0,90258036,10/5/20,10/15/20
M,Maldives,10621,54,34,0,9466,1121,12,150743,543037,10/5/20,10/15/20
F,French Guiana,10070,13,69,1,9741,260,6,68082,300679,10/5/20,10/15/20
T,Tajikistan,10014,40,78,0,8837,1099,0,0,9593259,10/5/20,10/15/20
M,Mozambique,9398,102,67,1,6358,2973,0,147458,31480472,10/5/20,10/15/20
G,Georgia,9245,549,58,4,4887,4300,0,679169,3987097,10/5/20,10/15/20
U,Uganda,9082,117,84,2,5457,3541,0,495696,46109772,10/5/20,10/15/20
L,Luxembourg,8979,54,128,1,7793,1058,1,862757,628651,10/5/20,10/15/20
H,Haiti,8838,11,229,0,7013,1596,0,29115,11439266,10/5/20,10/15/20
G,Gabon,8808,0,54,0,8135,619,3,185889,2239340,10/5/20,10/15/20
Z,Zimbabwe,7915,17,229,1,6440,1246,0,160162,14919879,10/5/20,10/15/20
M,Mauritania,7529,6,162,0,7208,159,3,81325,4681167,10/5/20,10/15/20
J,Jamaica,7109,97,123,3,2674,4312,12,81860,2964627,10/5/20,10/15/20
S,Slovenia,6764,189,159,3,4399,2206,30,240054,2079015,10/5/20,10/15/20
C,Cabo Verde,6518,85,69,1,5632,817,0,87076,557587,10/5/20,10/15/20
G,Guadeloupe,6319,791,77,20,2199,4043,35,59202,400142,10/5/20,10/15/20
C,Cuba,5883,38,123,0,5278,482,2,656805,11324751,10/5/20,10/15/20
M,Malawi,5796,2,180,0,4549,1067,4,54566,19257498,10/5/20,10/15/20
A,Angola,5725,195,211,12,2598,2916,16,85213,33127495,10/5/20,10/15/20
E,Eswatini,5598,19,112,0,5169,317,11,45325,1163349,10/5/20,10/15/20
D,Djibouti,5423,2,61,0,5353,9,0,78533,991782,10/5/20,10/15/20
L,Lithuania,5366,81,99,5,2546,2721,0,807983,2711839,10/5/20,10/15/20
N,Nicaragua,5264,94,151,0,4225,888,0,0,6645395,10/5/20,10/15/20
H,Hong Kong,5133,8,105,0,4875,153,11,3311279,7513166,10/5/20,10/15/20
C,Congo,5089,0,89,0,3887,1113,0,0,5553210,10/5/20,10/15/20
E,Equatorial Guinea,5052,7,83,0,4894,75,2,61836,1414723,10/5/20,10/15/20
S,Suriname,4965,11,106,0,4766,93,4,14901,588029,10/5/20,10/15/20
R,Rwanda,4873,6,29,0,3246,1598,0,507964,13035220,10/5/20,10/15/20
C,CAR,4852,7,62,0,1914,2876,2,32596,4851764,10/5/20,10/15/20
T,Trinidad and Tobago,4846,79,83,1,2951,1812,14,32704,1400703,10/5/20,10/15/20
B,Bahamas,4559,107,100,4,2475,1984,96,22324,394241,10/5/20,10/15/20
S,Syria,4457,46,209,2,1183,3065,0,0,17610661,10/5/20,10/15/20
R,Réunion,4328,0,16,0,3360,952,17,35419,897015,10/5/20,10/15/20
S,Sri Lanka,4252,739,13,0,3266,973,0,298501,21437291,10/5/20,10/15/20
A,Aruba,4108,14,31,0,3643,434,12,33290,106887,10/5/20,10/15/20
M,Mayotte,3892,0,42,0,2964,886,2,13000,274519,10/5/20,10/15/20
S,Somalia,3745,0,99,0,3010,636,0,0,16007197,10/5/20,10/15/20
E,Estonia,3659,42,67,0,2806,786,3,224186,1326775,10/5/20,10/15/20
G,Gambia,3613,19,117,2,2233,1263,0,17690,2434113,10/5/20,10/15/20
T,Thailand,3600,10,59,0,3390,151,1,749213,69847003,10/5/20,10/15/20
M,Malta,3374,47,40,1,2812,522,0,267591,441859,10/5/20,10/15/20
M,Mali,3195,6,131,0,2494,570,0,56701,20400511,10/5/20,10/15/20
G,Guyana,3188,0,92,2,2017,1079,15,15265,787567,10/5/20,10/15/20
B,Botswana,3172,0,18,2,834,2320,1,222045,2364004,10/5/20,10/15/20
I,Iceland,3081,101,10,0,2324,747,4,292244,341834,10/5/20,10/15/20
S,South Sudan,2734,8,50,0,1290,1394,0,12044,11228438,10/5/20,10/15/20
G,Guinea-Bissau,2385,0,40,0,1728,617,5,0,1980051,10/5/20,10/15/20
A,Andorra,2370,0,53,0,1615,702,9,137457,77298,10/5/20,10/15/20
B,Benin,2357,0,41,0,1973,343,0,203831,12205079,10/5/20,10/15/20
S,Sierra Leone,2277,8,72,0,1710,495,0,0,8019256,10/5/20,10/15/20
F,French Polynesia,2228,0,9,0,1769,450,7,26355,281342,10/5/20,10/15/20
B,Belize,2204,8,30,0,1378,796,5,16071,399516,10/5/20,10/15/20
B,Burkina Faso,2197,13,59,0,1441,697,0,0,21050737,10/5/20,10/15/20
L,Latvia,2194,68,40,1,1322,832,4,340395,1880484,10/5/20,10/15/20
U,Uruguay,2177,22,49,1,1878,250,2,251361,3476957,10/5/20,10/15/20
Y,Yemen,2047,6,593,1,1327,127,0,0,29996632,10/5/20,10/15/20
T,Togo,1881,17,49,1,1410,422,0,96697,8329007,10/5/20,10/15/20
C,Cyprus,1876,29,23,1,1369,484,1,394211,1209701,10/5/20,10/15/20
N,New Zealand,1858,3,25,0,1790,43,1,985639,5002100,10/5/20,10/15/20
M,Martinique,1851,308,22,1,98,1731,14,39379,375186,10/5/20,10/15/20
L,Lesotho,1683,0,39,0,926,718,0,19428,2146769,10/5/20,10/15/20
L,Liberia,1354,0,82,0,1240,32,2,29689,5088484,10/5/20,10/15/20
C,Chad,1238,15,88,2,1077,73,0,0,16546840,10/5/20,10/15/20
N,Niger,1200,0,69,0,1115,16,0,26746,24428365,10/5/20,10/15/20
V,Vietnam,1098,1,35,0,1023,40,0,1009145,97571290,10/5/20,10/15/20
S,Sao Tome and Principe,914,1,15,0,888,11,0,5159,220223,10/5/20,10/15/20
S,San Marino,732,0,42,0,680,10,3,7755,33950,10/5/20,10/15/20
D,Diamond Princess,712,0,13,0,651,48,4,0,0,10/5/20,10/15/20
C,Channel Islands,695,9,48,0,600,47,2,123884,174289,10/5/20,10/15/20
T,Turks and Caicos,695,0,6,0,656,33,4,3504,38855,10/5/20,10/15/20
S,Sint Maarten,686,7,22,0,592,72,6,4642,43005,10/5/20,10/15/20
P,Papua New Guinea,541,1,7,0,527,7,0,25955,8991299,10/5/20,10/15/20
T,Taiwan,521,3,7,0,485,29,0,94734,23828362,10/5/20,10/15/20
B,Burundi,514,0,1,0,472,41,0,37522,11981495,10/5/20,10/15/20
T,Tanzania,509,0,21,0,183,305,7,0,60171088,10/5/20,10/15/20
C,Comoros,491,4,7,0,468,16,0,0,874420,10/5/20,10/15/20
C,Curaçao,476,14,1,0,262,213,2,8404,164273,10/5/20,10/15/20
F,Faeroe Islands,475,0,0,0,452,23,0,135102,48913,10/5/20,10/15/20
G,Gibraltar,437,5,0,0,368,69,0,49864,33688,10/5/20,10/15/20
S,Saint Martin,412,0,8,0,309,95,11,5170,38839,10/5/20,10/15/20
E,Eritrea,398,0,0,0,358,40,0,0,3559357,10/5/20,10/15/20
M,Mauritius,395,8,10,0,357,28,0,253248,1272335,10/5/20,10/15/20
I,Isle of Man,345,1,24,0,316,5,0,13776,85153,10/5/20,10/15/20
M,Mongolia,315,1,0,0,307,8,1,74445,3292150,10/5/20,10/15/20
B,Bhutan,299,1,0,0,248,51,0,144498,773858,10/5/20,10/15/20
C,Cambodia,280,0,0,0,276,4,0,145448,16779948,10/5/20,10/15/20
M,Monaco,224,1,2,0,198,24,1,51953,39316,10/5/20,10/15/20
C,Cayman Islands,213,0,1,0,210,2,0,40092,65926,10/5/20,10/15/20
B,Barbados,200,0,7,0,182,11,0,24849,287470,10/5/20,10/15/20
B,Bermuda,181,0,9,0,170,2,0,67860,62216,10/5/20,10/15/20
S,Seychelles,148,2,0,0,143,5,0,5200,98510,10/5/20,10/15/20
B,Brunei,146,0,3,0,143,0,0,60317,438591,10/5/20,10/15/20
C,Caribbean Netherlands,141,17,2,0,67,72,0,2796,26288,10/5/20,10/15/20
L,Liechtenstein,130,3,1,0,116,13,0,900,38157,10/5/20,10/15/20
A,Antigua and Barbuda,107,0,3,0,96,8,0,2958,98145,10/5/20,10/15/20
B,British Virgin Islands,71,0,1,0,69,1,2,5161,30285,10/5/20,10/15/20
S,St. Vincent Grenadines,64,0,0,0,64,0,0,5386,111034,10/5/20,10/15/20
S,St. Barth,62,0,0,0,37,25,0,2668,9885,10/5/20,10/15/20
M,Macao,46,0,0,0,46,0,0,4238,651669,10/5/20,10/15/20
F,Fiji,32,0,2,0,28,2,1,10385,898176,10/5/20,10/15/20
D,Dominica,31,0,0,0,24,7,0,2612,72034,10/5/20,10/15/20
T,Timor-Leste,28,0,0,0,28,0,0,8073,1325004,10/5/20,10/15/20
N,New Caledonia,27,0,0,0,27,0,0,14585,286227,10/5/20,10/15/20
S,Saint Lucia,27,0,0,0,27,0,0,8439,183852,10/5/20,10/15/20
G,Grenada,24,0,0,0,24,0,0,6252,112663,10/5/20,10/15/20
L,Laos,23,0,0,0,22,1,0,55833,7303353,10/5/20,10/15/20
S,Saint Kitts and Nevis,19,0,0,0,17,2,0,2455,53299,10/5/20,10/15/20
S,Saint Pierre Miquelon,16,0,0,0,6,10,0,1967,5786,10/5/20,10/15/20
G,Greenland,14,0,0,0,14,0,0,8254,56796,10/5/20,10/15/20
M,Montserrat,13,0,1,0,12,0,0,483,4993,10/5/20,10/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2261,3506,10/5/20,10/15/20
V,Vatican City,12,0,0,0,12,0,0,0,802,10/5/20,10/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,601137,10/5/20,10/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,10/5/20,10/15/20
A,Anguilla,3,0,0,0,3,0,0,1020,15039,10/5/20,10/15/20
S,Solomon Islands,1,0,0,0,0,1,0,0,691241,10/5/20,10/15/20
U,USA,7945505,50876,219282,635,5089842,2636381,14720,117601422,0,10/10/20,10/15/20
I,India,7051543,74535,108371,921,6074863,868309,8944,85798698,0,10/10/20,10/15/20
B,Brazil,5091840,34650,150236,544,4453722,487882,8318,17900000,0,10/10/20,10/15/20
R,Russia,1285084,12846,22454,197,1016202,246428,2300,50305243,0,10/10/20,10/15/20
C,Colombia,902747,8447,27660,165,783131,91956,2220,4141602,0,10/10/20,10/15/20
S,Spain,890367,0,32929,0,0,0,1590,13689776,0,10/10/20,10/15/20
A,Argentina,883882,12414,23581,356,709464,150837,4200,2211321,0,10/10/20,10/15/20
P,Peru,846088,2733,33223,65,738189,74676,1207,4050681,0,10/10/20,10/15/20
M,Mexico,809751,5263,83507,411,588085,138159,2537,2068647,0,10/10/20,10/15/20
F,France,718873,26896,32637,54,100828,585408,1448,12225760,0,10/10/20,10/15/20
S,South Africa,690896,2544,17673,126,622153,51070,546,4388171,0,10/10/20,10/15/20
U,UK,590844,15166,42760,81,0,0,442,26987470,0,10/10/20,10/15/20
I,Iran,496253,3875,28293,195,403950,64010,4439,4284413,0,10/10/20,10/15/20
C,Chile,479595,1826,13272,52,452054,14269,817,3654041,0,10/10/20,10/15/20
I,Iraq,400124,2344,9790,55,332330,58004,530,2470645,0,10/10/20,10/15/20
B,Bangladesh,377073,1203,5500,23,291365,80208,0,2061528,0,10/10/20,10/15/20
I,Italy,349494,5724,36140,29,238525,74829,390,12460055,0,10/10/20,10/15/20
S,Saudi Arabia,338944,405,5018,22,324737,9189,842,6976541,0,10/10/20,10/15/20
P,Philippines,336839,2162,6238,87,276018,54583,1758,4091156,0,10/10/20,10/15/20
T,Turkey,334031,1649,8778,56,293145,32108,1414,11506414,0,10/10/20,10/15/20
I,Indonesia,328952,4294,11765,88,251481,65706,0,3726476,0,10/10/20,10/15/20
G,Germany,323453,2975,9691,4,273500,40262,532,18129900,0,10/10/20,10/15/20
P,Pakistan,318266,671,6558,6,303062,8646,475,3828952,0,10/10/20,10/15/20
I,Israel,289875,2017,1941,55,225725,62209,838,3955593,0,10/10/20,10/15/20
U,Ukraine,256266,5728,4887,108,112570,138809,177,2522360,0,10/10/20,10/15/20
C,Canada,180179,2062,9608,23,151357,19214,154,8047974,0,10/10/20,10/15/20
N,Netherlands,168280,6499,6567,23,0,0,250,2656731,0,10/10/20,10/15/20
R,Romania,152403,3517,5358,59,116628,30417,629,2656828,0,10/10/20,10/15/20
M,Morocco,149841,3443,2572,42,124854,22415,445,2853784,0,10/10/20,10/15/20
B,Belgium,148981,5385,10151,25,20072,118758,212,3593469,0,10/10/20,10/15/20
E,Ecuador,146828,980,12188,13,120511,14129,361,465886,0,10/10/20,10/15/20
B,Bolivia,138226,257,8262,34,100347,29617,71,313195,0,10/10/20,10/15/20
Q,Qatar,127778,178,219,0,124767,2792,54,825511,0,10/10/20,10/15/20
P,Poland,121638,5300,2972,53,78982,39684,346,3636850,0,10/10/20,10/15/20
P,Panama,119666,825,2482,8,95552,21632,112,540175,0,10/10/20,10/15/20
D,Dominican Republic,118014,557,2167,2,93627,22220,176,515598,0,10/10/20,10/15/20
C,Czechia,114005,4631,948,43,54909,58148,408,1574957,0,10/10/20,10/15/20
K,Kuwait,110568,492,655,6,102722,7191,139,779538,0,10/10/20,10/15/20
K,Kazakhstan,108663,102,1746,0,103910,3007,221,3045439,0,10/10/20,10/15/20
N,Nepal,105684,5008,614,14,74252,30818,0,1164557,0,10/10/20,10/15/20
U,UAE,105133,1129,443,1,95973,8717,0,10807148,0,10/10/20,10/15/20
E,Egypt,104387,125,6040,11,97643,704,41,135000,0,10/10/20,10/15/20
O,Oman,104129,0,1009,0,91731,11389,214,376700,0,10/10/20,10/15/20
S,Sweden,98451,0,5894,0,0,0,26,1789328,0,10/10/20,10/15/20
G,Guatemala,97544,609,3365,9,86046,8133,5,360917,0,10/10/20,10/15/20
J,Japan,88233,594,1624,8,81356,5253,147,2286070,0,10/10/20,10/15/20
C,Costa Rica,87439,1386,1076,21,52669,33694,195,257549,0,10/10/20,10/15/20
P,Portugal,85574,1646,2067,5,52803,30704,125,2791429,0,10/10/20,10/15/20
C,China,85536,15,4634,0,80696,206,2,160000000,0,10/10/20,10/15/20
E,Ethiopia,83429,767,1277,6,37683,44469,239,1343250,0,10/10/20,10/15/20
H,Honduras,82552,880,2492,15,31736,48324,24,194516,0,10/10/20,10/15/20
B,Belarus,82471,0,885,0,76543,5043,0,2023307,0,10/10/20,10/15/20
V,Venezuela,82453,757,691,7,73919,7843,198,1988486,0,10/10/20,10/15/20
B,Bahrain,75287,427,273,2,70808,4206,58,1538925,0,10/10/20,10/15/20
M,Moldova,61762,929,1458,16,43982,16322,782,313288,0,10/10/20,10/15/20
U,Uzbekistan,60776,434,502,4,57704,2570,252,1377915,0,10/10/20,10/15/20
S,Switzerland,60368,0,2088,0,48400,9880,39,1470894,0,10/10/20,10/15/20
N,Nigeria,60103,111,1115,2,51711,7277,7,551362,0,10/10/20,10/15/20
S,Singapore,57866,7,27,0,57698,141,1,3072368,0,10/10/20,10/15/20
A,Armenia,55736,649,1016,6,45771,8949,0,322528,0,10/10/20,10/15/20
A,Austria,54423,1235,851,9,42829,10743,99,1795447,0,10/10/20,10/15/20
A,Algeria,52940,136,1795,6,37170,13975,25,0,0,10/10/20,10/15/20
L,Lebanon,52558,1388,455,5,22719,29384,176,970451,0,10/10/20,10/15/20
P,Paraguay,48978,703,1065,20,31351,16562,145,305552,0,10/10/20,10/15/20
K,Kyrgyzstan,48924,307,1082,5,44227,3615,24,276522,0,10/10/20,10/15/20
G,Ghana,47005,18,306,0,46398,301,12,497782,0,10/10/20,10/15/20
P,Palestine,43945,281,378,11,37240,6327,0,452083,0,10/10/20,10/15/20
A,Azerbaijan,41752,233,608,3,39235,1909,0,1169656,0,10/10/20,10/15/20
I,Ireland,41714,1011,1824,3,23364,16526,31,1319299,0,10/10/20,10/15/20
L,Libya,41686,318,623,2,23791,17272,0,243408,0,10/10/20,10/15/20
K,Kenya,41158,538,760,5,31937,8461,0,580039,0,10/10/20,10/15/20
A,Afghanistan,39703,10,1473,1,33064,5166,93,113957,0,10/10/20,10/15/20
H,Hungary,36596,1374,933,20,9683,25980,110,815367,0,10/10/20,10/15/20
S,Serbia,34685,168,762,1,31536,2387,22,1191630,0,10/10/20,10/15/20
D,Denmark,32082,444,667,2,25987,5428,20,4321853,0,10/10/20,10/15/20
T,Tunisia,31259,4360,456,47,5032,25771,132,271765,0,10/10/20,10/15/20
B,Bosnia and Herzegovina,30345,428,927,1,23370,6048,0,257737,0,10/10/20,10/15/20
E,El Salvador,30070,119,887,6,25224,3959,31,420363,0,10/10/20,10/15/20
A,Australia,27244,15,897,0,24987,1360,2,7973062,0,10/10/20,10/15/20
M,Myanmar,26064,2158,598,32,7050,18416,0,399152,0,10/10/20,10/15/20
S,S. Korea,24548,72,430,2,22624,1494,89,2404684,0,10/10/20,10/15/20
B,Bulgaria,24319,448,891,4,15818,7610,59,571813,0,10/10/20,10/15/20
J,Jordan,23998,1235,181,15,6045,17772,55,1399752,0,10/10/20,10/15/20
G,Greece,22078,306,436,5,9989,11653,100,1413838,0,10/10/20,10/15/20
C,Cameroon,21203,0,423,0,20117,663,61,149000,0,10/10/20,10/15/20
N,North Macedonia,20555,392,785,4,16099,3671,4,203779,0,10/10/20,10/15/20
I,Ivory Coast,20128,92,120,0,19752,256,0,172308,0,10/10/20,10/15/20
C,Croatia,19932,486,317,4,16953,2662,29,353526,0,10/10/20,10/15/20
S,Slovakia,18797,1887,61,4,5553,13183,43,539490,0,10/10/20,10/15/20
M,Madagascar,16702,26,237,0,16012,453,20,74446,0,10/10/20,10/15/20
N,Norway,15466,78,275,0,11863,3328,3,1140084,0,10/10/20,10/15/20
Z,Zambia,15415,76,337,1,14541,537,0,183146,0,10/10/20,10/15/20
S,Senegal,15244,31,314,1,13198,1732,6,188157,0,10/10/20,10/15/20
A,Albania,15231,165,416,3,9406,5409,15,93304,0,10/10/20,10/15/20
M,Malaysia,15096,374,155,3,10780,4161,73,1627612,0,10/10/20,10/15/20
S,Sudan,13670,0,836,0,6764,6070,0,0,0,10/10/20,10/15/20
M,Montenegro,13641,293,198,4,9429,4014,20,76051,0,10/10/20,10/15/20
N,Namibia,11891,62,128,1,9807,1956,7,108484,0,10/10/20,10/15/20
F,Finland,11849,269,346,0,8500,3003,5,1170662,0,10/10/20,10/15/20
G,Georgia,11271,519,78,6,6119,5074,0,706806,0,10/10/20,10/15/20
G,Guinea,10996,42,69,1,10304,623,24,33676,0,10/10/20,10/15/20
M,Maldives,10859,51,34,0,9683,1142,12,150743,0,10/10/20,10/15/20
D,DRC,10841,6,276,0,10242,323,0,0,0,10/10/20,10/15/20
T,Tajikistan,10180,43,79,0,9006,1095,0,0,0,10/10/20,10/15/20
F,French Guiana,10144,0,69,0,9834,241,6,69684,0,10/10/20,10/15/20
M,Mozambique,9844,102,70,1,7203,2571,0,152976,0,10/10/20,10/15/20
U,Uganda,9701,163,93,7,6022,3586,0,505662,0,10/10/20,10/15/20
L,Luxembourg,9514,154,131,1,8038,1345,1,890487,0,10/10/20,10/15/20
H,Haiti,8860,6,230,0,7104,1526,0,29115,0,10/10/20,10/15/20
G,Gabon,8835,0,54,0,8189,592,3,198364,0,10/10/20,10/15/20
S,Slovenia,8252,380,167,2,5024,3061,21,255751,0,10/10/20,10/15/20
Z,Zimbabwe,8010,16,230,1,6492,1288,0,161525,0,10/10/20,10/15/20
J,Jamaica,7559,196,138,6,3142,4279,17,84146,0,10/10/20,10/15/20
M,Mauritania,7550,2,163,0,7266,121,3,82007,0,10/10/20,10/15/20
C,Cabo Verde,6913,104,74,1,5970,869,23,87076,0,10/10/20,10/15/20
G,Guadeloupe,6483,0,77,0,2199,4207,35,59202,0,10/10/20,10/15/20
A,Angola,6246,215,218,6,2716,3312,10,85213,0,10/10/20,10/15/20
L,Lithuania,5962,204,103,0,2751,3108,8,838501,0,10/10/20,10/15/20
C,Cuba,5948,5,123,0,5440,385,1,685018,0,10/10/20,10/15/20
M,Malawi,5821,8,180,0,4644,997,4,56034,0,10/10/20,10/15/20
E,Eswatini,5660,16,113,0,5282,265,11,45325,0,10/10/20,10/15/20
D,Djibouti,5423,0,61,0,5355,7,0,79257,0,10/10/20,10/15/20
N,Nicaragua,5264,0,153,0,4225,886,0,0,0,10/10/20,10/15/20
H,Hong Kong,5176,6,105,0,4914,157,8,3311279,0,10/10/20,10/15/20
C,Congo,5118,0,90,0,3887,1141,0,0,0,10/10/20,10/15/20
E,Equatorial Guinea,5063,0,83,0,4894,86,2,62615,0,10/10/20,10/15/20
T,Trinidad and Tobago,5043,22,90,1,3221,1732,14,33013,0,10/10/20,10/15/20
S,Suriname,5035,17,107,1,4830,98,4,15515,0,10/10/20,10/15/20
B,Bahamas,4955,242,106,4,2724,2125,112,24251,0,10/10/20,10/15/20
R,Rwanda,4892,2,30,0,3566,1296,0,516749,0,10/10/20,10/15/20
C,CAR,4854,1,62,0,1924,2868,2,32711,0,10/10/20,10/15/20
S,Syria,4673,57,221,3,1271,3181,0,0,0,10/10/20,10/15/20
S,Sri Lanka,4628,105,13,0,3306,1309,0,321009,0,10/10/20,10/15/20
R,Réunion,4491,0,16,0,3994,481,17,35419,0,10/10/20,10/15/20
A,Aruba,4188,21,32,0,3753,403,12,34305,0,10/10/20,10/15/20
M,Mayotte,3989,0,43,0,2964,982,4,13000,0,10/10/20,10/15/20
S,Somalia,3847,102,99,0,3079,669,0,0,0,10/10/20,10/15/20
E,Estonia,3846,37,68,0,2946,832,3,231400,0,10/10/20,10/15/20
M,Malta,3681,100,41,0,2937,703,9,277626,0,10/10/20,10/15/20
T,Thailand,3634,6,59,0,3445,130,1,749213,0,10/10/20,10/15/20
G,Gambia,3628,7,117,0,2540,971,0,17926,0,10/10/20,10/15/20
I,Iceland,3460,87,10,0,2466,984,3,306489,0,10/10/20,10/15/20
G,Guyana,3405,47,102,2,2304,999,16,15753,0,10/10/20,10/15/20
M,Mali,3273,25,132,1,2525,616,0,59397,0,10/10/20,10/15/20
B,Botswana,3219,0,18,0,834,2367,1,224692,0,10/10/20,10/15/20
S,South Sudan,2761,0,54,0,1290,1417,0,12044,0,10/10/20,10/15/20
F,French Polynesia,2754,0,10,0,2019,725,7,26355,0,10/10/20,10/15/20
A,Andorra,2696,0,55,0,1814,827,9,137457,0,10/10/20,10/15/20
L,Latvia,2596,89,40,0,1322,1234,4,358498,0,10/10/20,10/15/20
B,Belize,2427,54,35,1,1487,905,5,17072,0,10/10/20,10/15/20
B,Benin,2411,0,41,0,1973,397,0,203831,0,10/10/20,10/15/20
G,Guinea-Bissau,2385,0,40,0,1728,617,5,0,0,10/10/20,10/15/20
S,Sierra Leone,2300,5,72,0,1725,503,0,0,0,10/10/20,10/15/20
B,Burkina Faso,2271,17,61,1,1542,668,0,0,0,10/10/20,10/15/20
U,Uruguay,2268,17,50,1,1930,288,2,262492,0,10/10/20,10/15/20
Y,Yemen,2051,0,595,2,1329,127,0,0,0,10/10/20,10/15/20
C,Cyprus,1986,35,25,0,1444,517,2,411730,0,10/10/20,10/15/20
T,Togo,1935,14,49,0,1444,442,0,100543,0,10/10/20,10/15/20
N,New Zealand,1870,4,25,0,1801,44,0,996955,0,10/10/20,10/15/20
M,Martinique,1851,0,22,0,98,1731,14,39379,0,10/10/20,10/15/20
L,Lesotho,1800,0,42,0,926,832,0,20692,0,10/10/20,10/15/20
L,Liberia,1363,3,82,0,1245,36,2,30332,0,10/10/20,10/15/20
C,Chad,1291,17,92,2,1103,96,0,0,0,10/10/20,10/15/20
N,Niger,1201,0,69,0,1123,9,9,27921,0,10/10/20,10/15/20
V,Vietnam,1107,2,35,0,1024,48,0,1009145,0,10/10/20,10/15/20
S,Sao Tome and Principe,922,0,15,0,890,17,0,5308,0,10/10/20,10/15/20
S,San Marino,741,0,42,0,682,17,3,7895,0,10/10/20,10/15/20
D,Diamond Princess,712,0,13,0,659,40,4,0,0,10/10/20,10/15/20
S,Sint Maarten,703,4,22,0,622,59,6,4684,0,10/10/20,10/15/20
C,Channel Islands,699,0,48,0,623,28,2,127554,0,10/10/20,10/15/20
T,Turks and Caicos,696,1,6,0,672,18,1,3671,0,10/10/20,10/15/20
C,Curaçao,571,22,1,0,308,262,2,9070,0,10/10/20,10/15/20
P,Papua New Guinea,549,0,7,0,532,10,0,26417,0,10/10/20,10/15/20
T,Taiwan,527,0,7,0,488,32,0,96735,0,10/10/20,10/15/20
B,Burundi,517,2,1,0,472,44,0,37522,0,10/10/20,10/15/20
T,Tanzania,509,0,21,0,183,305,7,0,0,10/10/20,10/15/20
C,Comoros,495,0,7,0,475,13,0,0,0,10/10/20,10/15/20
F,Faeroe Islands,477,0,0,0,461,16,0,138822,0,10/10/20,10/15/20
G,Gibraltar,476,8,0,0,405,71,0,53157,0,10/10/20,10/15/20
S,Saint Martin,466,0,8,0,309,149,11,5170,0,10/10/20,10/15/20
E,Eritrea,414,9,0,0,372,42,0,0,0,10/10/20,10/15/20
M,Mauritius,395,0,10,0,358,27,0,253248,0,10/10/20,10/15/20
I,Isle of Man,345,0,24,0,316,5,0,14134,0,10/10/20,10/15/20
M,Mongolia,315,0,0,0,310,5,1,76617,0,10/10/20,10/15/20
B,Bhutan,306,2,0,0,282,24,0,149297,0,10/10/20,10/15/20
C,Cambodia,283,1,0,0,277,6,0,151514,0,10/10/20,10/15/20
M,Monaco,233,0,2,0,209,22,1,51953,0,10/10/20,10/15/20
C,Cayman Islands,221,1,1,0,211,9,0,41166,0,10/10/20,10/15/20
B,Barbados,206,2,7,0,183,16,0,27350,0,10/10/20,10/15/20
B,Bermuda,184,0,9,0,170,5,0,71024,0,10/10/20,10/15/20
C,Caribbean Netherlands,148,0,2,0,78,68,0,2857,0,10/10/20,10/15/20
S,Seychelles,148,0,0,0,144,4,0,5200,0,10/10/20,10/15/20
B,Brunei,146,0,3,0,143,0,0,61809,0,10/10/20,10/15/20
L,Liechtenstein,144,5,1,0,121,22,0,900,0,10/10/20,10/15/20
A,Antigua and Barbuda,111,0,3,0,97,11,0,3035,0,10/10/20,10/15/20
B,British Virgin Islands,71,0,1,0,70,0,0,5193,0,10/10/20,10/15/20
S,St. Barth,65,0,0,0,37,28,0,2668,0,10/10/20,10/15/20
S,St. Vincent Grenadines,64,0,0,0,64,0,0,5495,0,10/10/20,10/15/20
M,Macao,46,0,0,0,46,0,0,4238,0,10/10/20,10/15/20
F,Fiji,32,0,2,0,28,2,1,11318,0,10/10/20,10/15/20
D,Dominica,32,0,0,0,24,8,0,2612,0,10/10/20,10/15/20
S,Saint Lucia,29,1,0,0,27,2,0,8715,0,10/10/20,10/15/20
T,Timor-Leste,28,0,0,0,28,0,0,8073,0,10/10/20,10/15/20
N,New Caledonia,27,0,0,0,27,0,0,14585,0,10/10/20,10/15/20
G,Grenada,24,0,0,0,24,0,0,6252,0,10/10/20,10/15/20
L,Laos,23,0,0,0,22,1,0,56923,0,10/10/20,10/15/20
S,Saint Kitts and Nevis,19,0,0,0,18,1,0,2604,0,10/10/20,10/15/20
G,Greenland,16,0,0,0,14,2,0,8879,0,10/10/20,10/15/20
S,Saint Pierre Miquelon,16,0,0,0,12,4,0,2144,0,10/10/20,10/15/20
M,Montserrat,13,0,1,0,12,0,0,483,0,10/10/20,10/15/20
F,Falkland Islands,13,0,0,0,13,0,0,2682,0,10/10/20,10/15/20
V,Vatican City,12,0,0,0,12,0,0,0,0,10/10/20,10/15/20
W,Western Sahara,10,0,1,0,8,1,0,0,0,10/10/20,10/15/20
M,MS Zaandam,9,0,2,0,0,7,0,0,0,10/10/20,10/15/20
A,Anguilla,3,0,0,0,3,0,0,1329,0,10/10/20,10/15/20
S,Solomon Islands,1,0,0,0,0,1,0,0,0,10/10/20,10/15/20
